wp,fresh_mass_g,extra_mass_g,dry_mass_g,var,obs,leaf_area_cm2,rep,time
6.2,1.9706,1.003,0.294,pear,3,31.397,1,April
9.8,1.9617,1.003,0.294,pear,4,31.397,1,April
12.6,1.9532,1.003,0.294,pear,5,31.397,1,April
14.9,1.9468,1.003,0.294,pear,6,31.397,1,April
17.1,1.9389,1.003,0.294,pear,7,31.397,1,April
19.9,1.9272,1.003,0.294,pear,8,31.397,1,April
25.6,1.9042,1.003,0.294,pear,9,31.397,1,April
28.8,1.888,1.003,0.294,pear,10,31.397,1,April
34,1.8627,1.003,0.294,pear,11,31.397,1,April
13.6,1.7673,0.9998,0.2443,pear,4,33.37,2,April
14.4,1.765,0.9998,0.2443,pear,5,33.37,2,April
16.4,1.7594,0.9998,0.2443,pear,6,33.37,2,April
20.5,1.7506,0.9998,0.2443,pear,7,33.37,2,April
24.2,1.7336,0.9998,0.2443,pear,8,33.37,2,April
26.5,1.7224,0.9998,0.2443,pear,9,33.37,2,April
30.4,1.7038,0.9998,0.2443,pear,10,33.37,2,April
32,1.6845,0.9998,0.2443,pear,11,33.37,2,April
8.5,2.2149,1.0094,0.4351,pear,2,40.663,3,April
9,2.212,1.0094,0.4351,pear,3,40.663,3,April
11.5,2.2002,1.0094,0.4351,pear,4,40.663,3,April
14.9,2.1915,1.0094,0.4351,pear,5,40.663,3,April
16.1,2.1815,1.0094,0.4351,pear,6,40.663,3,April
20.5,2.1731,1.0094,0.4351,pear,7,40.663,3,April
23.3,2.1544,1.0094,0.4351,pear,8,40.663,3,April
26.2,2.142,1.0094,0.4351,pear,9,40.663,3,April
29.8,2.1188,1.0094,0.4351,pear,10,40.663,3,April
34.6,2.0887,1.0094,0.4351,pear,11,40.663,3,April
7.8,1.8482,0.9764,0.2918,pear,6,29.531,6,April
11.3,1.8363,0.9764,0.2918,pear,7,29.531,6,April
17.4,1.8203,0.9764,0.2918,pear,8,29.531,6,April
22.9,1.8036,0.9764,0.2918,pear,9,29.531,6,April
29.3,1.773,0.9764,0.2918,pear,10,29.531,6,April
31.1,1.7672,0.9764,0.2918,pear,11,29.531,6,April
34,1.7402,0.9764,0.2918,pear,12,29.531,6,April
4,2.1833,1.0067,0.4258,rim,2,24.594,1,April
11.1,2.1501,1.0067,0.4258,rim,3,24.594,1,April
13.7,2.1382,1.0067,0.4258,rim,4,24.594,1,April
16.6,2.1191,1.0067,0.4258,rim,5,24.594,1,April
19.3,2.1018,1.0067,0.4258,rim,6,24.594,1,April
20.4,2.0931,1.0067,0.4258,rim,7,24.594,1,April
22.2,2.0656,1.0067,0.4258,rim,8,24.594,1,April
23.4,2.0186,1.0067,0.4258,rim,9,24.594,1,April
4,1.8861,1.0027,0.303,rim,2,20.486,2,April
9.9,1.8558,1.0027,0.303,rim,3,20.486,2,April
14.4,1.8385,1.0027,0.303,rim,4,20.486,2,April
17.9,1.8223,1.0027,0.303,rim,5,20.486,2,April
20.1,1.8041,1.0027,0.303,rim,6,20.486,2,April
22.8,1.7488,1.0027,0.303,rim,7,20.486,2,April
4.4,1.9657,0.9971,0.3291,rim,2,18.162,3,April
10.6,1.9291,0.9971,0.3291,rim,3,18.162,3,April
15.8,1.9026,0.9971,0.3291,rim,4,18.162,3,April
18.5,1.8828,0.9971,0.3291,rim,5,18.162,3,April
20.9,1.8117,0.9971,0.3291,rim,6,18.162,3,April
23.5,1.7338,0.9971,0.3291,rim,7,18.162,3,April
25.4,1.6991,0.9971,0.3291,rim,8,18.162,3,April
4.4,1.46,0.9967,0.1902,rim,1,15.221,4,April
9.8,1.4446,0.9967,0.1902,rim,2,15.221,4,April
13.3,1.4364,0.9967,0.1902,rim,3,15.221,4,April
16.6,1.4301,0.9967,0.1902,rim,4,15.221,4,April
19.3,1.4243,0.9967,0.1902,rim,5,15.221,4,April
22.9,1.4144,0.9967,0.1902,rim,6,15.221,4,April
24.7,1.3989,0.9967,0.1902,rim,7,15.221,4,April
26.1,1.389,0.9967,0.1902,rim,8,15.221,4,April
10.6,2.6579,0.9885,0.7324,rim,2,31.058,5,April
19.9,2.6142,0.9885,0.7324,rim,3,31.058,5,April
22.8,2.5813,0.9885,0.7324,rim,4,31.058,5,April
24.2,2.5555,0.9885,0.7324,rim,5,31.058,5,April
25.2,2.538,0.9885,0.7324,rim,6,31.058,5,April
27.9,2.4918,0.9885,0.7324,rim,7,31.058,5,April
29.9,2.4454,0.9885,0.7324,rim,8,31.058,5,April
31.3,2.4185,0.9885,0.7324,rim,9,31.058,5,April
1.9,1.5406,0.977,0.1969,rim,1,13.955,6,April
11.7,1.4907,0.977,0.1969,rim,2,13.955,6,April
16.8,1.4756,0.977,0.1969,rim,3,13.955,6,April
18.6,1.4645,0.977,0.1969,rim,4,13.955,6,April
19.2,1.4477,0.977,0.1969,rim,5,13.955,6,April
22.2,1.4221,0.977,0.1969,rim,6,13.955,6,April
25.1,1.401,0.977,0.1969,rim,7,13.955,6,April
5.1,1.9445,0.9802,0.3222,eiz,1,30.97,2,April
6.2,1.9426,0.9802,0.3222,eiz,2,30.97,2,April
9.7,1.9287,0.9802,0.3222,eiz,3,30.97,2,April
12.5,1.9222,0.9802,0.3222,eiz,4,30.97,2,April
14,1.9172,0.9802,0.3222,eiz,5,30.97,2,April
15.7,1.9082,0.9802,0.3222,eiz,6,30.97,2,April
17.3,1.8969,0.9802,0.3222,eiz,7,30.97,2,April
19.4,1.8764,0.9802,0.3222,eiz,8,30.97,2,April
25,1.836,0.9802,0.3222,eiz,9,30.97,2,April
27.1,1.83,0.9802,0.3222,eiz,10,30.97,2,April
31.5,1.7974,0.9802,0.3222,eiz,11,30.97,2,April
38.4,1.7549,0.9802,0.3222,eiz,12,30.97,2,April
5.3,1.8441,0.983,0.2745,eiz,1,22.817,3,April
6.4,1.8428,0.983,0.2745,eiz,2,22.817,3,April
9.3,1.8342,0.983,0.2745,eiz,3,22.817,3,April
11.1,1.8276,0.983,0.2745,eiz,4,22.817,3,April
13,1.8201,0.983,0.2745,eiz,5,22.817,3,April
15.6,1.8122,0.983,0.2745,eiz,6,22.817,3,April
17,1.7998,0.983,0.2745,eiz,7,22.817,3,April
19.5,1.7789,0.983,0.2745,eiz,8,22.817,3,April
25.1,1.7346,0.983,0.2745,eiz,9,22.817,3,April
27.5,1.728,0.983,0.2745,eiz,10,22.817,3,April
32.8,1.6978,0.983,0.2745,eiz,11,22.817,3,April
50.5,1.6527,0.983,0.2745,eiz,12,22.817,3,April
5.3,1.6107,0.9769,0.1932,eiz,1,28.34,4,April
6.3,1.6057,0.9769,0.1932,eiz,2,28.34,4,April
8.9,1.6004,0.9769,0.1932,eiz,3,28.34,4,April
10.3,1.5999,0.9769,0.1932,eiz,4,28.34,4,April
13.3,1.5878,0.9769,0.1932,eiz,5,28.34,4,April
15.1,1.5835,0.9769,0.1932,eiz,6,28.34,4,April
17.3,1.5743,0.9769,0.1932,eiz,7,28.34,4,April
20,1.553,0.9769,0.1932,eiz,8,28.34,4,April
25.8,1.5222,0.9769,0.1932,eiz,9,28.34,4,April
28.9,1.5161,0.9769,0.1932,eiz,10,28.34,4,April
45.9,1.4926,0.9769,0.1932,eiz,11,28.34,4,April
5.4,1.884,0.9821,0.2789,eiz,1,35.324,5,April
6.3,1.8811,0.9821,0.2789,eiz,2,35.324,5,April
10.6,1.8645,0.9821,0.2789,eiz,3,35.324,5,April
13.8,1.8538,0.9821,0.2789,eiz,4,35.324,5,April
15.3,1.8444,0.9821,0.2789,eiz,5,35.324,5,April
16.1,1.8372,0.9821,0.2789,eiz,6,35.324,5,April
17.7,1.8232,0.9821,0.2789,eiz,7,35.324,5,April
20,1.8037,0.9821,0.2789,eiz,8,35.324,5,April
24.3,1.7693,0.9821,0.2789,eiz,9,35.324,5,April
27.4,1.7606,0.9821,0.2789,eiz,10,35.324,5,April
32.3,1.7443,0.9821,0.2789,eiz,11,35.324,5,April
38.9,1.7161,0.9821,0.2789,eiz,12,35.324,5,April
0.3,2.172,0.9113,0.4436,tt,1,53.633,1,April
3.5,2.1603,0.9113,0.4436,tt,2,53.633,1,April
4.4,2.1542,0.9113,0.4436,tt,3,53.633,1,April
6.4,2.1481,0.9113,0.4436,tt,4,53.633,1,April
9,2.138,0.9113,0.4436,tt,5,53.633,1,April
10.5,2.1326,0.9113,0.4436,tt,6,53.633,1,April
11.6,2.1239,0.9113,0.4436,tt,7,53.633,1,April
15.7,2.0822,0.9113,0.4436,tt,8,53.633,1,April
16.4,2.0644,0.9113,0.4436,tt,9,53.633,1,April
16.8,2.051,0.9113,0.4436,tt,10,53.633,1,April
17.5,2.0256,0.9113,0.4436,tt,11,53.633,1,April
19.4,1.9941,0.9113,0.4436,tt,12,53.633,1,April
21,1.9715,0.9113,0.4436,tt,13,53.633,1,April
0.2,2.2678,0.995,0.5245,tt,1,47.104,2,April
2.7,2.2588,0.995,0.5245,tt,2,47.104,2,April
6.9,2.2495,0.995,0.5245,tt,3,47.104,2,April
9,2.237,0.995,0.5245,tt,4,47.104,2,April
13.4,2.2316,0.995,0.5245,tt,5,47.104,2,April
19,2.1803,0.995,0.5245,tt,6,47.104,2,April
19.05,2.1758,0.995,0.5245,tt,7,47.104,2,April
19.4,2.1677,0.995,0.5245,tt,8,47.104,2,April
20.4,2.1496,0.995,0.5245,tt,9,47.104,2,April
22.7,2.1211,0.995,0.5245,tt,10,47.104,2,April
24.6,2.1007,0.995,0.5245,tt,11,47.104,2,April
0.19,2.0076,0.9207,0.367,tt,1,42.753,3,April
1.65,2.0021,0.9207,0.367,tt,2,42.753,3,April
3.6,1.9947,0.9207,0.367,tt,3,42.753,3,April
7.2,1.9866,0.9207,0.367,tt,4,42.753,3,April
8.3,1.9822,0.9207,0.367,tt,5,42.753,3,April
13.5,1.9627,0.9207,0.367,tt,6,42.753,3,April
14,1.9427,0.9207,0.367,tt,7,42.753,3,April
14.8,1.9221,0.9207,0.367,tt,8,42.753,3,April
16.8,1.889,0.9207,0.367,tt,9,42.753,3,April
18.6,1.8676,0.9207,0.367,tt,10,42.753,3,April
0.3,2.1848,0.9207,0.3878,tt,1,48.409,4,April
2.85,2.1724,0.9207,0.3878,tt,2,48.409,4,April
5.6,2.1633,0.9207,0.3878,tt,3,48.409,4,April
8.3,2.1533,0.9207,0.3878,tt,4,48.409,4,April
9.9,2.1467,0.9207,0.3878,tt,5,48.409,4,April
15.5,2.0885,0.9207,0.3878,tt,6,48.409,4,April
16.3,2.061,0.9207,0.3878,tt,7,48.409,4,April
17.2,2.0411,0.9207,0.3878,tt,8,48.409,4,April
18.4,2.0061,0.9207,0.3878,tt,9,48.409,4,April
21.9,1.9585,0.9207,0.3878,tt,10,48.409,4,April
23.75,1.9262,0.9207,0.3878,tt,11,48.409,4,April
0.4,7.114,5.3727,0.6717,pana,1,113.18,1,April
1.4,7.11002,5.3727,0.6717,pana,2,113.18,1,April
2.5,7.1005,5.3727,0.6717,pana,3,113.18,1,April
3.9,7.0898,5.3727,0.6717,pana,4,113.18,1,April
9.7,7.0604,5.3727,0.6717,pana,5,113.18,1,April
12.6,7.0378,5.3727,0.6717,pana,6,113.18,1,April
16.1,6.9902,5.3727,0.6717,pana,7,113.18,1,April
16.7,6.9747,5.3727,0.6717,pana,8,113.18,1,April
17.5,6.9569,5.3727,0.6717,pana,9,113.18,1,April
18.3,6.9178,5.3727,0.6717,pana,10,113.18,1,April
19.1,6.8884,5.3727,0.6717,pana,11,113.18,1,April
20.7,6.8596,5.3727,0.6717,pana,12,113.18,1,April
23.6,6.7763,5.3727,0.6717,pana,13,113.18,1,April
1.9,8.2023,5.4003,1.112,pana,2,154.017,2,April
3.6,8.1758,5.4003,1.112,pana,3,154.017,2,April
6.1,8.0859,5.4003,1.112,pana,4,154.017,2,April
8.6,8.0639,5.4003,1.112,pana,5,154.017,2,April
11.1,8.0399,5.4003,1.112,pana,6,154.017,2,April
14,8.008,5.4003,1.112,pana,7,154.017,2,April
14.9,7.9864,5.4003,1.112,pana,8,154.017,2,April
16.1,7.9656,5.4003,1.112,pana,9,154.017,2,April
17.7,7.928,5.4003,1.112,pana,10,154.017,2,April
19.3,7.865,5.4003,1.112,pana,11,154.017,2,April
21.9,7.8148,5.4003,1.112,pana,12,154.017,2,April
25,7.7303,5.4003,1.112,pana,13,154.017,2,April
28,7.6704,5.4003,1.112,pana,14,154.017,2,April
4.3,8.8381,5.6739,1.4136,pana,1,140.752,3,April
6.3,8.8188,5.6739,1.4136,pana,2,140.752,3,April
8.9,8.7942,5.6739,1.4136,pana,3,140.752,3,April
12.4,8.766,5.6739,1.4136,pana,4,140.752,3,April
15.7,8.723,5.6739,1.4136,pana,5,140.752,3,April
17.7,8.6857,5.6739,1.4136,pana,6,140.752,3,April
20.8,8.55943,5.6739,1.4136,pana,7,140.752,3,April
22,8.5466,5.6739,1.4136,pana,8,140.752,3,April
23.8,8.4779,5.6739,1.4136,pana,9,140.752,3,April
26.9,8.3833,5.6739,1.4136,pana,10,140.752,3,April
1.5,8.1096,5.3119,1.1418,pana,3,182.338,4,April
3.5,8.1015,5.3119,1.1418,pana,4,182.338,4,April
6.1,8.0793,5.3119,1.1418,pana,5,182.338,4,April
9.9,8.0431,5.3119,1.1418,pana,6,182.338,4,April
12.8,7.973,5.3119,1.1418,pana,7,182.338,4,April
17.7,7.8948,5.3119,1.1418,pana,8,182.338,4,April
18.4,7.8573,5.3119,1.1418,pana,9,182.338,4,April
20.6,7.7771,5.3119,1.1418,pana,10,182.338,4,April
21.9,7.7409,5.3119,1.1418,pana,11,182.338,4,April
23.5,7.6765,5.3119,1.1418,pana,12,182.338,4,April
0.7,2.1647,0.9128,0.4336,clil,1,53.09,1,April
3.2,2.1557,0.9128,0.4336,clil,2,53.09,1,April
9.8,2.1398,0.9128,0.4336,clil,3,53.09,1,April
12,2.131,0.9128,0.4336,clil,4,53.09,1,April
14.3,2.1213,0.9128,0.4336,clil,5,53.09,1,April
16.4,2.1107,0.9128,0.4336,clil,6,53.09,1,April
18.7,2.0964,0.9128,0.4336,clil,7,53.09,1,April
20.3,2.0817,0.9128,0.4336,clil,8,53.09,1,April
21.8,2.0514,0.9128,0.4336,clil,9,53.09,1,April
22.1,2.0488,0.9128,0.4336,clil,10,53.09,1,April
24,2.0119,0.9128,0.4336,clil,11,53.09,1,April
24.9,1.9913,0.9128,0.4336,clil,12,53.09,1,April
25.35,1.9707,0.9128,0.4336,clil,13,53.09,1,April
0.7,2.3018,0.9965,0.495,clil,1,53.621,2,April
2.9,2.2934,0.9965,0.495,clil,2,53.621,2,April
8.2,2.2767,0.9965,0.495,clil,3,53.621,2,April
10.3,2.2719,0.9965,0.495,clil,4,53.621,2,April
11.6,2.266,0.9965,0.495,clil,5,53.621,2,April
13.3,2.2584,0.9965,0.495,clil,6,53.621,2,April
15.7,2.249,0.9965,0.495,clil,7,53.621,2,April
19.05,2.2334,0.9965,0.495,clil,8,53.621,2,April
23,2.1989,0.9965,0.495,clil,9,53.621,2,April
26,2.1536,0.9965,0.495,clil,10,53.621,2,April
27.4,2.124,0.9965,0.495,clil,11,53.621,2,April
1.5,2.1519,0.9221,0.4371,clil,1,51.359,3,April
4,2.1448,0.9221,0.4371,clil,2,51.359,3,April
9.8,2.1269,0.9221,0.4371,clil,3,51.359,3,April
11.9,2.1193,0.9221,0.4371,clil,4,51.359,3,April
12.7,2.1146,0.9221,0.4371,clil,5,51.359,3,April
15,2.105,0.9221,0.4371,clil,6,51.359,3,April
16.4,2.0967,0.9221,0.4371,clil,7,51.359,3,April
18.95,2.0805,0.9221,0.4371,clil,8,51.359,3,April
21.15,2.0533,0.9221,0.4371,clil,9,51.359,3,April
23.9,2.0079,0.9221,0.4371,clil,10,51.359,3,April
25.4,1.9674,0.9221,0.4371,clil,11,51.359,3,April
26.8,1.9457,0.9221,0.4371,clil,12,51.359,3,April
2.2,1.9066,0.9494,0.3722,clil,1,45.717,4,April
9,1.8919,0.9494,0.3722,clil,2,45.717,4,April
12.1,1.8841,0.9494,0.3722,clil,3,45.717,4,April
13.4,1.8804,0.9494,0.3722,clil,4,45.717,4,April
14.4,1.8756,0.9494,0.3722,clil,5,45.717,4,April
16.85,1.8682,0.9494,0.3722,clil,6,45.717,4,April
20.45,1.8563,0.9494,0.3722,clil,7,45.717,4,April
22.2,1.8426,0.9494,0.3722,clil,8,45.717,4,April
24,1.8235,0.9494,0.3722,clil,9,45.717,4,April
25,1.8071,0.9494,0.3722,clil,10,45.717,4,April
26.3,1.7779,0.9494,0.3722,clil,11,45.717,4,April
0.7,2.1315,0.9255,0.4564,clil,1,50.756,5,April
4,2.121,0.9255,0.4564,clil,2,50.756,5,April
11.1,2.098,0.9255,0.4564,clil,3,50.756,5,April
13.3,2.087,0.9255,0.4564,clil,4,50.756,5,April
14.4,2.0822,0.9255,0.4564,clil,5,50.756,5,April
16.8,2.0726,0.9255,0.4564,clil,6,50.756,5,April
19.1,2.0558,0.9255,0.4564,clil,7,50.756,5,April
20.8,2.0378,0.9255,0.4564,clil,8,50.756,5,April
23.45,2.0161,0.9255,0.4564,clil,9,50.756,5,April
24.6,1.9813,0.9255,0.4564,clil,10,50.756,5,April
26.8,1.9451,0.9255,0.4564,clil,11,50.756,5,April
0.2,2.9914,0.9386,0.7399,clil,1,82.883,6,April
1.1,2.98,0.9386,0.7399,clil,2,82.883,6,April
6,2.9625,0.9386,0.7399,clil,3,82.883,6,April
6.8,2.9547,0.9386,0.7399,clil,4,82.883,6,April
8.8,2.9387,0.9386,0.7399,clil,5,82.883,6,April
11.6,2.923,0.9386,0.7399,clil,6,82.883,6,April
14,2.9077,0.9386,0.7399,clil,7,82.883,6,April
16.85,2.885,0.9386,0.7399,clil,8,82.883,6,April
20.1,2.8467,0.9386,0.7399,clil,9,82.883,6,April
23,2.7642,0.9386,0.7399,clil,10,82.883,6,April
23.6,2.74,0.9386,0.7399,clil,11,82.883,6,April
24.65,2.7102,0.9386,0.7399,clil,12,82.883,6,April
2.4,2.9067,0.9789,0.7935,lego,1,62.624,1,April
4.5,2.8913,0.9789,0.7935,lego,2,62.624,1,April
6.6,2.8747,0.9789,0.7935,lego,3,62.624,1,April
9.1,2.8466,0.9789,0.7935,lego,4,62.624,1,April
11.4,2.8262,0.9789,0.7935,lego,5,62.624,1,April
13.4,2.7952,0.9789,0.7935,lego,6,62.624,1,April
15,2.7626,0.9789,0.7935,lego,7,62.624,1,April
17,2.708,0.9789,0.7935,lego,8,62.624,1,April
19.4,2.6393,0.9789,0.7935,lego,9,62.624,1,April
21.8,2.5683,0.9789,0.7935,lego,10,62.624,1,April
23.5,2.5324,0.9789,0.7935,lego,11,62.624,1,April
25.5,2.5178,0.9789,0.7935,lego,12,62.624,1,April
27.8,2.4642,0.9789,0.7935,lego,13,62.624,1,April
2,2.9343,0.9791,0.8185,lego,1,73.891,2,April
4,2.9159,0.9791,0.8185,lego,2,73.891,2,April
6.3,2.8957,0.9791,0.8185,lego,3,73.891,2,April
9,2.8722,0.9791,0.8185,lego,4,73.891,2,April
11.8,2.8464,0.9791,0.8185,lego,5,73.891,2,April
14.4,2.8194,0.9791,0.8185,lego,6,73.891,2,April
16,2.7893,0.9791,0.8185,lego,7,73.891,2,April
18.3,2.7365,0.9791,0.8185,lego,8,73.891,2,April
20.8,2.6757,0.9791,0.8185,lego,9,73.891,2,April
23.4,2.6071,0.9791,0.8185,lego,10,73.891,2,April
25.4,2.5834,0.9791,0.8185,lego,11,73.891,2,April
27.4,2.5637,0.9791,0.8185,lego,12,73.891,2,April
30,2.5125,0.9791,0.8185,lego,13,73.891,2,April
2,2.576,0.9994,0.6548,lego,1,44.695,3,April
4.4,2.5571,0.9994,0.6548,lego,2,44.695,3,April
6.6,2.5418,0.9994,0.6548,lego,3,44.695,3,April
9.3,2.5219,0.9994,0.6548,lego,4,44.695,3,April
12.2,2.4981,0.9994,0.6548,lego,5,44.695,3,April
14.2,2.478,0.9994,0.6548,lego,6,44.695,3,April
15.9,2.4521,0.9994,0.6548,lego,7,44.695,3,April
18.4,2.4011,0.9994,0.6548,lego,8,44.695,3,April
20.7,2.3457,0.9994,0.6548,lego,9,44.695,3,April
23.2,2.28,0.9994,0.6548,lego,10,44.695,3,April
25.6,2.2608,0.9994,0.6548,lego,11,44.695,3,April
27.7,2.2427,0.9994,0.6548,lego,12,44.695,3,April
30.8,2.202,0.9994,0.6548,lego,13,44.695,3,April
1.7,2.7743,0.9803,0.7023,lego,1,48.16,4,April
4.5,2.7553,0.9803,0.7023,lego,2,48.16,4,April
7.6,2.7342,0.9803,0.7023,lego,3,48.16,4,April
10.5,2.7102,0.9803,0.7023,lego,4,48.16,4,April
13.3,2.6801,0.9803,0.7023,lego,5,48.16,4,April
15.3,2.6529,0.9803,0.7023,lego,6,48.16,4,April
16.8,2.6245,0.9803,0.7023,lego,7,48.16,4,April
19.1,2.5653,0.9803,0.7023,lego,8,48.16,4,April
21.4,2.4979,0.9803,0.7023,lego,9,48.16,4,April
24.8,2.4238,0.9803,0.7023,lego,10,48.16,4,April
27.8,2.4067,0.9803,0.7023,lego,11,48.16,4,April
28.5,2.378,0.9803,0.7023,lego,12,48.16,4,April
31.6,2.3342,0.9803,0.7023,lego,13,48.16,4,April
2.5,3.6399,0.9735,1.0466,lego,1,76.026,5,April
4.8,3.6012,0.9735,1.0466,lego,2,76.026,5,April
7.4,3.5669,0.9735,1.0466,lego,3,76.026,5,April
10,3.5303,0.9735,1.0466,lego,4,76.026,5,April
12.8,3.4873,0.9735,1.0466,lego,5,76.026,5,April
14.7,3.4404,0.9735,1.0466,lego,6,76.026,5,April
16.2,3.3931,0.9735,1.0466,lego,7,76.026,5,April
19,3.2837,0.9735,1.0466,lego,8,76.026,5,April
21.8,3.1747,0.9735,1.0466,lego,9,76.026,5,April
25.8,3.0451,0.9735,1.0466,lego,10,76.026,5,April
28.2,3.0356,0.9735,1.0466,lego,11,76.026,5,April
29.6,2.98,0.9735,1.0466,lego,12,76.026,5,April
33.2,2.9132,0.9735,1.0466,lego,13,76.026,5,April
1.9,2.2433,0.9824,0.5035,lego,1,37.762,6,April
3.2,2.2013,0.9824,0.5035,lego,2,37.762,6,April
6.4,2.1809,0.9824,0.5035,lego,3,37.762,6,April
9.2,2.1641,0.9824,0.5035,lego,4,37.762,6,April
12.5,2.1427,0.9824,0.5035,lego,5,37.762,6,April
14.7,2.1226,0.9824,0.5035,lego,6,37.762,6,April
16,2.1043,0.9824,0.5035,lego,7,37.762,6,April
18.4,2.0608,0.9824,0.5035,lego,8,37.762,6,April
20.3,2.0197,0.9824,0.5035,lego,9,37.762,6,April
21.8,1.9752,0.9824,0.5035,lego,10,37.762,6,April
25.1,1.9693,0.9824,0.5035,lego,11,37.762,6,April
26.6,1.9424,0.9824,0.5035,lego,12,37.762,6,April
28,1.9215,0.9824,0.5035,lego,13,37.762,6,April
33.6,1.8753,0.9824,0.5035,lego,14,37.762,6,April
1.4,2.2571,0.9811,0.4738,maish,1,34.539,1,April
4.3,2.2507,0.9811,0.4738,maish,2,34.539,1,April
6.8,2.2413,0.9811,0.4738,maish,3,34.539,1,April
10.9,2.2279,0.9811,0.4738,maish,4,34.539,1,April
14.2,2.2128,0.9811,0.4738,maish,5,34.539,1,April
16.2,2.1904,0.9811,0.4738,maish,6,34.539,1,April
18.1,2.1586,0.9811,0.4738,maish,7,34.539,1,April
20.4,2.1206,0.9811,0.4738,maish,8,34.539,1,April
22.5,2.0887,0.9811,0.4738,maish,9,34.539,1,April
27.8,1.9801,0.9811,0.4738,maish,10,34.539,1,April
35.1,1.8445,0.9811,0.4738,maish,11,34.539,1,April
1.5,1.7805,0.9809,0.3196,maish,1,27.427,2,April
3.6,1.7777,0.9809,0.3196,maish,2,27.427,2,April
6.5,1.7717,0.9809,0.3196,maish,3,27.427,2,April
12.5,1.7593,0.9809,0.3196,maish,4,27.427,2,April
15.9,1.7474,0.9809,0.3196,maish,5,27.427,2,April
17.9,1.7342,0.9809,0.3196,maish,6,27.427,2,April
19,1.721,0.9809,0.3196,maish,7,27.427,2,April
21.5,1.6978,0.9809,0.3196,maish,8,27.427,2,April
24.5,1.6606,0.9809,0.3196,maish,9,27.427,2,April
28.1,1.6068,0.9809,0.3196,maish,10,27.427,2,April
29.2,1.5849,0.9809,0.3196,maish,11,27.427,2,April
36.2,1.5375,0.9809,0.3196,maish,12,27.427,2,April
1.4,2.2274,0.9821,0.4361,maish,1,32.895,4,April
3.3,2.2223,0.9821,0.4361,maish,2,32.895,4,April
5.3,2.2172,0.9821,0.4361,maish,3,32.895,4,April
7.7,2.2039,0.9821,0.4361,maish,4,32.895,4,April
11.3,2.1905,0.9821,0.4361,maish,5,32.895,4,April
14,2.1683,0.9821,0.4361,maish,6,32.895,4,April
16.5,2.1386,0.9821,0.4361,maish,7,32.895,4,April
18.8,2.0962,0.9821,0.4361,maish,8,32.895,4,April
23.1,2.015,0.9821,0.4361,maish,9,32.895,4,April
25.3,1.9242,0.9821,0.4361,maish,10,32.895,4,April
26.1,1.8851,0.9821,0.4361,maish,11,32.895,4,April
29.2,1.8284,0.9821,0.4361,maish,12,32.895,4,April
30.8,1.8078,0.9821,0.4361,maish,13,32.895,4,April
38.7,1.7161,0.9821,0.4361,maish,14,32.895,4,April
1.6,2.2895,0.9751,0.4709,maish,1,45.009,5,April
4,2.2677,0.9751,0.4709,maish,2,45.009,5,April
6.9,2.2536,0.9751,0.4709,maish,3,45.009,5,April
10.8,2.2385,0.9751,0.4709,maish,4,45.009,5,April
13.8,2.2228,0.9751,0.4709,maish,5,45.009,5,April
15.5,2.2026,0.9751,0.4709,maish,6,45.009,5,April
22.3,1.997,0.9751,0.4709,maish,7,45.009,5,April
27.8,1.9187,0.9751,0.4709,maish,8,45.009,5,April
36.2,1.7892,0.9751,0.4709,maish,9,45.009,5,April
1.6,3.0974,0.9834,0.8008,maish,1,54.634,6,April
3.3,3.0866,0.9834,0.8008,maish,2,54.634,6,April
7.3,3.0653,0.9834,0.8008,maish,3,54.634,6,April
9.4,3.0498,0.9834,0.8008,maish,4,54.634,6,April
12.7,3.0231,0.9834,0.8008,maish,5,54.634,6,April
14.9,2.9909,0.9834,0.8008,maish,6,54.634,6,April
19.3,2.9179,0.9834,0.8008,maish,7,54.634,6,April
21.7,2.8278,0.9834,0.8008,maish,8,54.634,6,April
26.9,2.6742,0.9834,0.8008,maish,9,54.634,6,April
33.4,2.4193,0.9834,0.8008,maish,10,54.634,6,April
41.3,2.1635,0.9834,0.8008,maish,11,54.634,6,April
0.8,1.6447,0.9904,0.2987,pear,1,,1,June
4.7,1.6387,0.9904,0.2987,pear,2,,1,June
9.3,1.6354,0.9904,0.2987,pear,3,,1,June
12.8,1.6307,0.9904,0.2987,pear,4,,1,June
16.6,1.6259,0.9904,0.2987,pear,5,,1,June
20,1.6225,0.9904,0.2987,pear,6,,1,June
24.9,1.6165,0.9904,0.2987,pear,7,,1,June
29.4,1.609,0.9904,0.2987,pear,8,,1,June
38.3,1.5944,0.9904,0.2987,pear,9,,1,June
43.2,1.5862,0.9904,0.2987,pear,10,,1,June
51.5,1.5719,0.9904,0.2987,pear,11,,1,June
1,1.7852,0.9533,0.35,pear,1,,2,June
3.1,1.7761,0.9533,0.35,pear,2,,2,June
6.5,1.7696,0.9533,0.35,pear,3,,2,June
10.8,1.7638,0.9533,0.35,pear,4,,2,June
12,1.7591,0.9533,0.35,pear,5,,2,June
18.9,1.7486,0.9533,0.35,pear,6,,2,June
21.2,1.7412,0.9533,0.35,pear,7,,2,June
29.5,1.7312,0.9533,0.35,pear,8,,2,June
35.6,1.7055,0.9533,0.35,pear,9,,2,June
39.4,1.6965,0.9533,0.35,pear,10,,2,June
44.6,1.6877,0.9533,0.35,pear,11,,2,June
